hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y_Mcr_u_eq
360;900;36;225;36;900;36;0.5;10800;0.716319998
1000;500;40;750;40;750;40;1;24000;1.016439508
500;500;1.86;500;21.58;375;16.18;0.25;13000;2.369630248
600;400;3.38;450;11.13;600;30.32;-0.5;7200;1.357065229
800;320;2.97;800;10.95;200;8.63;-0.75;12800;1.67075291
1000;400;8.57;750;13.03;500;32.63;0;22000;2.108527817
143;500;2.81;125;10;375;10.66;0.75;9000;0.606649816
600;900;7.71;225;8.05;225;17.17;-1;1800;1.835382809
300;900;16.2;675;31.62;900;62.05;0.25;27000;1.647024491
200;700;2.93;700;22.47;350;25.42;-1;22400;1.990230965
1000;250;3.33;500;19.74;750;15.79;1;16000;0.764445377
360;900;3;225;10.54;900;15.63;0.25;36000;1.170101177
1000;250;4.19;500;34.47;1000;72.63;-0.5;34000;2.441622951
500;333;3.4;250;10.79;125;4.93;0;10000;5.335963107
500;200;20;500;40;375;20;-0.5;17000;4.312475023
1000;500;40;500;40;750;40;-0.75;26000;2.318126638
800;267;2.97;800;10.95;600;30.32;0;9600;1.654778264
360;900;6.11;900;22.26;450;11.13;-1;9000;1.126995502
400;160;1.92;300;15.16;400;5.47;1;15200;1.176393783
171;600;2.23;450;34.34;300;16.26;0.25;19200;2.609747451
500;200;1.67;375;12.04;375;13.42;1;5000;0.919800922
300;120;5.4;150;8.13;75;5.72;-0.75;6000;3.890109768
360;900;3.77;675;34.11;450;29.37;1;25200;1.46505839
500;167;5.81;250;11.71;500;10.53;-0.25;14000;1.346088148
600;400;5.14;600;32.53;600;6;-0.75;19200;3.494847265
1000;333;11.61;1000;13.68;500;40;0.75;12000;1.168263191
100;400;1.67;400;20.21;400;15.79;0.5;9600;1.43073421
200;700;3.36;350;21.55;350;22.84;-0.75;18200;2.588945509
400;1000;3.33;1000;17.37;750;15.79;0.5;28000;1.664225708
400;133;3.43;200;6.42;200;14.53;1;3200;0.723888557
700;700;28;175;28;350;28;0.5;7000;0.808649021
200;400;16;300;20.68;200;16;-0.75;9600;3.110978774
500;167;5.81;125;8.16;375;18.95;-0.75;2000;0.530841558
600;600;2.51;450;22.74;450;34.34;0;14400;1.683468044
333;500;20;250;20;375;20;0;10000;1.383453985
300;600;5.14;450;11.13;450;7.82;-0.5;4800;2.363805076
100;300;1;225;17.17;75;1.3;0.5;7800;6.06953066
900;900;36;450;36;900;68.68;0;3600;0.535788251
900;900;16.2;225;16.2;675;16.2;-0.25;1800;0.308725104
229;800;3.35;800;31.58;800;31.58;0.75;28800;1.182495542
133;400;1.33;100;2.84;100;4.32;0;6400;1.471666018
600;300;2.88;450;19.42;300;21.79;0;13200;2.733102887
1000;400;4.19;1000;68.95;1000;76.32;0.25;14000;1.61791662
600;600;2.88;450;27.71;450;14.45;-0.75;16800;3.290577615
400;114;3.43;100;3.43;200;11.58;0;11200;1.963583903
1000;286;11.61;750;26.84;750;57.24;0.25;32000;1.63158268
350;700;3.94;350;15.11;350;11.24;-0.25;4200;2.097272734
200;400;2.72;100;4.68;100;7.63;0;12000;1.754168477
600;240;5.14;600;41.37;600;48;0;15600;1.929637243
400;400;16;400;27.58;200;16;-0.25;15200;4.283262365
333;500;5.81;500;34.47;250;9.87;0.5;6000;3.905671234
800;229;9.29;400;11.37;400;11.37;0.75;17600;1.176389897
100;300;5.4;225;8.05;150;9.24;0.25;10200;1.828899266
533;800;3.35;400;14.32;200;16;-0.25;24000;3.454425876
1000;286;3.71;250;3.71;500;14.21;-0.5;24000;1.333879256
240;600;24;300;24;300;24;0.5;4800;1.259993597
800;800;9.29;800;64;800;52.21;0.75;4800;1.187019354
900;900;4.32;450;9.47;675;51.51;-1;18000;2.002732395
300;100;1;150;7.03;225;18;-0.75;7800;2.511940088
1000;500;3.33;750;51.71;1000;68.95;0.75;8000;0.754439674
300;900;16.2;675;16.2;225;16.34;-1;14400;1.22911215
171;600;3.38;300;9.63;300;9.63;-0.75;19200;2.545802488
333;500;2.09;500;5;250;20;0;10000;1.647438583
800;800;2.67;200;13.79;200;16;0.5;24000;1.346214021
500;250;2.4;125;2.4;250;16.32;-0.5;16000;2.877176066
1000;400;40;750;48.95;750;40;-0.5;38000;2.838951132
500;167;20;500;36.32;500;40;0.5;18000;1.372831099
500;333;5.81;500;28.95;125;10;1;12000;4.190360834
1000;286;3.71;250;18.16;500;25.26;0;6000;0.745443912
257;900;3.77;225;18;225;16.34;0.5;7200;1.30485735
500;500;2.09;125;4.47;250;6.18;0.25;7000;0.517027447
700;233;2.93;175;6.26;700;22.47;0.5;18200;1.248096685
900;900;3;450;34.34;675;24.16;0.25;18000;1.10741614
267;400;4.65;200;4.65;200;15.26;-0.75;3200;1.665955032
533;800;3.84;600;43.58;400;32;-0.25;19200;3.227319346
1000;333;18;500;21.58;750;18;0;4000;1.165087656
400;114;7.2;200;12.32;300;20.68;-1;2400;1.849576102
1000;400;18;250;18;1000;24.74;-1;40000;1.65172066
500;250;3.4;250;17.24;500;8.68;0.75;8000;0.615575603
300;300;5.4;300;19.58;300;15.16;0.5;3600;1.460746129
200;700;3.94;175;8.2;175;3.94;-0.5;23800;2.767310897
500;250;5.81;125;5.81;500;36.32;-0.25;17000;4.300792608
1000;500;3.71;750;7.5;1000;65.26;0.25;30000;1.68819092
240;600;5.14;600;43.58;150;10.34;-0.25;16800;7.910506489
300;200;5.4;150;10.34;300;24;-1;12000;3.162561981
600;900;10.45;225;13.86;450;29.37;0.5;25200;1.374318881
400;100;7.2;100;7.2;200;14.53;0.25;14400;1.836534004
320;800;6.86;400;6.86;800;46.32;-0.75;25600;4.692849715
400;800;3.84;600;23.68;400;29.05;0.75;25600;1.440442525
500;125;2.09;500;27.11;250;18.16;0.5;14000;2.635344328
533;800;6.86;200;12.32;400;15.79;-0.25;12800;1.015143055
800;400;3.84;800;25.68;400;30.53;0.75;28800;1.768781286
1000;667;11.61;250;11.61;500;11.61;0.25;36000;1.083837405
100;300;1;225;5.57;150;4.82;0.75;6600;1.704530593
400;114;4.65;100;8;100;8;1;16000;1.051904154
167;500;3.4;500;8.68;375;18.95;0;15000;1.614433814
600;171;3.38;600;48;150;3.38;0.75;24000;6.080482259
100;400;16;400;16;100;16;-0.75;16000;3.024693083
533;800;32;600;32;400;32;0;25600;2.256322491
700;700;3.36;175;9.49;525;32.33;-0.75;18200;2.191089921
500;125;1.86;375;6.51;250;20;0;13000;2.102448064
333;500;4.29;375;18.95;125;4.29;0.5;16000;5.28964631
700;233;2.6;350;11.24;350;16.39;1;16800;0.948176318
333;1000;18;1000;46.84;500;18;1;28000;2.448886398
267;800;3.35;600;8.21;400;15.79;0.5;6400;1.100049398
150;300;1.26;150;3.71;75;5.17;-1;7200;1.87905989
150;300;5.4;225;5.4;300;16.26;1;12000;1.163526652
1000;286;6.79;500;25.26;250;6.79;-0.75;30000;6.4845807
900;300;6.11;450;27.71;900;65.37;-1;14400;2.042441703
400;100;4.65;200;4.95;100;4.65;0.25;10400;3.139357659
500;1000;5.62;1000;61.58;500;27.11;1;36000;2.370049278
200;500;2.09;125;8.16;375;5.13;0;17000;0.854320647
900;360;3.77;450;29.37;450;16.11;-0.75;25200;3.75872249
600;240;5.14;150;11.45;300;18.47;1;16800;1.007718266
500;125;9;125;9;375;9;-1;16000;1.576273495
400;600;10.8;300;15.16;450;29.37;-0.5;22800;2.347110153
133;400;16;300;24;300;16;-1;4000;2.577729532
400;800;32;800;34.53;800;34.53;1;28800;1.024725909
667;1000;3.33;1000;54.21;750;18.55;0.25;28000;3.027081496
300;600;2.88;300;12.95;300;11.84;0.5;12000;1.352453506
200;700;2.93;175;12.71;700;50.84;0.5;15400;2.832058386
400;400;1.33;100;6.16;200;11.58;0.75;8800;0.769172026
700;700;3.94;175;4.97;350;11.24;-0.25;14000;0.879150133
600;600;2.88;150;10.34;300;22.89;-0.5;2400;0.652695711
700;700;12.6;175;12.71;350;21.55;-0.5;25200;2.020559569
700;175;2.33;350;20.26;700;50.84;0.75;15400;1.334321588
900;600;10.45;675;19.18;225;10.45;0;34200;5.912789093
400;114;16;100;16;400;20.21;-0.25;8000;1.428225164
300;75;1;75;1;75;4.34;-0.25;10200;2.206520033
1000;250;4.19;1000;76.32;750;18.55;1;18000;2.121544337
400;400;2.25;200;2.74;400;15.79;0.75;1600;0.14595693
600;150;5.14;150;8.13;150;9.24;1;18000;1.076199414
1000;286;11.61;250;11.61;1000;54.21;1;4000;0.248482703
900;900;16.2;225;16.2;450;31.03;-0.25;5400;0.715892796
800;267;2.67;200;9.37;800;16.84;0.25;32000;1.062020793
1000;1000;40;250;40;1000;54.21;-1;28000;1.962926636
600;150;2.51;300;12.95;450;36;0.25;7200;1.223161786
900;300;36;450;36;450;36;-0.25;5400;2.509685482
400;133;3.43;300;18.47;200;16;-1;8000;2.685554013
600;300;5.14;450;6.16;450;21.08;-0.75;12000;2.233463023
600;171;24;450;24;600;36.95;-1;14400;2.556734246
900;450;5.06;675;19.18;450;21.08;0.75;12600;1.696352437
300;75;1.26;225;4.74;150;6.47;-0.5;6000;4.411544722
700;200;2.33;350;12.53;525;30.39;0;23800;1.836801342
400;160;1.67;200;7.89;400;4;0.25;9600;0.862082599
229;800;14.4;800;52.21;800;16.84;0;25600;2.527767449
400;1000;3.33;250;5.26;1000;24.74;-0.25;10000;0.634767021
600;300;6.97;450;12.79;150;6.97;-0.5;20400;7.179743789
600;150;2;450;17.76;600;19.26;0.75;20400;1.060004343
500;200;2.09;125;2.09;125;10;0.75;15000;1.291569164
100;300;3.48;225;4.74;75;3.48;-0.25;4200;3.719207266
150;300;1.44;225;17.17;225;11.37;-1;7200;2.797743906
400;267;7.2;200;15.26;100;8;-0.25;10400;4.961267049
200;300;1;75;4.62;150;4.82;0;4200;0.743870028
100;400;1.33;300;21.79;300;24;0.75;13600;1.174334186
400;400;1.67;400;21.68;400;14.32;0.25;8800;1.846573786
400;1000;18;500;18;250;18;0.5;30000;1.980946592
120;300;3.48;150;7.58;75;4.62;-1;4800;1.883197576
300;86;3.48;150;12;225;3.48;0;6600;1.996030235
800;229;6.86;400;12.84;200;15.26;-0.75;12800;2.991106027
700;233;28;350;28;700;37.95;-0.5;14000;1.757837254
600;600;2.23;600;28.11;300;22.89;0.5;16800;2.695270572
700;175;12.6;700;50.84;700;35.37;0.25;16800;1.923999864
1000;333;3.33;750;10.26;1000;65.26;0.25;24000;1.541020249
360;900;36;225;36;225;36;-0.75;12600;2.375352729
533;800;2.67;600;14.84;200;11.58;1;6400;3.227295858
600;150;6.97;150;12;600;8.21;-0.25;9600;0.496361556
300;900;36;900;36;450;36;0.75;34200;1.590511184
900;225;5.06;900;18.95;900;42.16;0.75;36000;1.177836979
171;600;5.14;150;5.14;450;11.13;0.25;4800;0.428800085
143;500;5.81;250;14.47;375;28.62;-0.25;9000;2.067370211
400;800;2.67;800;25.68;600;48;1;32000;1.073837368
100;400;3.43;100;6.16;400;24.63;-0.25;13600;5.872454546
167;500;2.81;125;8.62;500;12.37;1;11000;0.580890967
300;86;3.48;75;3.48;150;3.48;-0.75;4200;1.56018432
700;467;28;350;28;175;28;1;16800;1.426972703
400;600;24;600;36.95;150;24;0;19200;4.485194018
700;350;2.6;525;11.05;350;12.53;0.5;9800;1.996428926
143;500;4.29;125;4.29;250;8.03;0.75;3000;0.356009933
500;167;3.4;375;27.24;500;27.11;0;3000;1.403089185
1000;667;11.61;750;24.08;1000;46.84;0.25;16000;0.995193058
700;200;2.93;700;19.89;525;14.92;-0.5;22400;4.65870321
267;400;1.67;200;13.79;100;5.05;1;4800;3.027799065
900;900;3;675;19.18;675;51.51;0;28800;1.646353627
900;600;16.2;900;16.2;225;16.2;-0.5;25200;3.95541882
900;225;16.2;225;16.2;450;16.2;-0.75;12600;1.713701325
360;900;36;675;36;675;39.08;-0.75;25200;2.525961645
171;600;3.38;450;19.42;150;3.38;-0.25;14400;6.624797691
1000;250;4.19;1000;39.47;1000;46.84;0;40000;1.973190376
500;125;1.86;375;7.89;375;17.57;-1;6000;2.404896515
1000;1000;11.61;250;11.61;1000;80;0.5;22000;2.288945573
267;400;3.43;100;5.79;300;8.53;-1;13600;1.696268013
300;600;6.97;450;29.37;450;26.05;0.25;10800;1.578625823
300;300;2.57;150;11.45;225;13.86;0.25;5400;1.042878441
800;800;14.4;600;14.4;800;55.16;-1;9600;1.616752364
800;800;2.97;600;23.68;200;7.16;1;12800;4.405022581
500;250;5.81;500;14.21;125;8.62;0;12000;7.127306455
900;900;5.06;675;39.08;900;18.95;1;21600;0.93091911
700;200;2.93;350;26.71;525;14.92;1;21000;0.952216584
400;133;1.92;100;1.92;400;9.89;0.5;14400;1.518780129
400;400;7.2;200;11.58;400;14.32;0.25;15200;1.078531656
320;800;32;400;32;400;32;0;11200;1.705014408
300;75;3.48;150;5.92;150;3.48;1;2400;1.129651986
600;400;2.51;450;36;600;30.32;1;18000;0.883700507
700;700;8.13;350;17.68;525;8.13;1;25200;0.85650064
600;240;4.08;450;27.71;600;6;1;10800;1.181760527
300;200;1.44;225;10.54;150;1.5;0.5;7200;3.708574422
800;800;3.84;600;6;400;32;-0.25;11200;1.436848594
800;400;3.35;200;11.58;200;7.89;0.25;6400;1.898288664
700;700;12.6;175;13.36;350;16.39;-0.5;2800;0.846130794
533;800;32;200;32;200;32;-1;30400;2.555904579
700;350;2.33;525;28.46;700;35.37;-0.5;8400;1.913957217
900;450;6.11;675;34.11;225;18;0;21600;6.277215767
400;400;7.2;200;14.53;100;7.2;0;8000;4.398432192
800;533;14.4;600;30.32;400;26.11;1;14400;1.60105204
500;500;5.81;250;7.11;125;9.54;0.5;9000;2.331554784
700;280;2.93;525;9.12;175;13.36;0;28000;3.931768426
286;1000;40;750;48.95;1000;40;0.75;10000;0.946115465
114;400;4.65;300;21.79;400;30.53;0;10400;1.800959945
300;300;2.04;300;15.16;75;6;-0.5;8400;5.562907944
700;700;2.33;175;12.07;525;36.2;0.5;19600;1.603899741
200;400;7.2;300;12.95;200;10.84;1;13600;1.474937997
200;400;1.67;100;3.95;100;1.74;-0.75;3200;2.810035609
150;300;1.26;75;2.96;225;17.17;0.5;11400;3.186814701
400;400;3.43;300;19.58;100;3.43;0;16000;7.818161857
1000;1000;3.33;250;15.39;250;18.16;0.25;22000;1.522830181
229;800;3.84;400;18.74;600;17.05;0.75;27200;0.985565094
600;600;2.88;450;14.45;600;48;1;19200;1.022406428
700;233;2.33;350;13.82;175;10.13;-0.25;5600;5.739897136
233;700;4.75;525;40.07;700;48.26;1;16800;0.935197827
500;1000;18;250;18;250;18;-0.25;8000;1.966475255
500;167;5.81;500;36.32;500;38.16;-0.5;12000;2.812430807
600;171;2.23;300;8.53;600;23.68;-0.75;18000;2.016267647
267;800;9.29;200;11.58;200;11.58;0.5;9600;1.268134939
1000;1000;3.33;1000;10;1000;76.32;0.5;24000;0.94759517
333;500;2.81;500;19.74;250;4.34;-0.25;4000;4.433315785
400;400;4.65;400;12.84;200;7.89;0.5;5600;3.310125627
1000;1000;40;750;46.18;250;40;-0.75;34000;3.627112267
800;800;5.43;800;8;200;13.05;-0.5;14400;1.713133868
133;400;7.2;100;7.2;300;7.2;0.5;16000;1.156309793
160;400;2.25;100;8;400;21.68;-1;12800;5.294052796
233;700;2.33;350;12.53;350;9.95;-0.5;14000;2.354006818
600;400;2.88;600;21.47;450;11.13;0.5;8400;2.402884527
800;800;3.35;600;36.95;800;46.32;0;27200;1.50223072
900;360;3.34;450;31.03;900;45.47;1;34200;1.019742307
133;400;1.48;200;10.11;100;5.05;1;8000;2.488395607
250;500;3.4;375;16.18;125;8.62;1;17000;2.96024605
133;400;7.2;200;7.2;100;7.2;1;10400;1.587213923
175;700;2.93;350;16.39;700;25.05;-1;22400;3.581556115
233;700;8.13;350;17.68;350;9.95;0.75;14000;1.393555914
500;500;20;375;20;250;20;1;9000;1.447633185
286;1000;3.33;750;29.61;250;7.11;0.75;18000;4.320676525
300;300;1.11;150;3.16;300;7.42;1;11400;0.586816771
100;300;1.11;150;7.03;150;6.47;0.75;4200;1.166329918
900;360;3.34;675;54;225;12.2;0;21600;8.184523131
114;400;1.48;200;13.05;300;12.95;0.75;4000;0.759489138
300;900;5.06;900;25.58;675;26.64;0.5;19800;1.52925604
300;200;2.04;225;11.37;75;3.79;-0.75;10800;5.469747143
700;350;8.13;350;16.39;350;15.11;0.5;16800;1.414052629
400;100;16;100;16;200;16;0.75;3200;0.79081112
500;143;1.67;375;28.62;125;7.24;1;20000;3.539170511
467;700;8.13;350;8.13;350;20.26;0.5;2800;0.762753108
500;125;3.4;125;10;500;36.32;0;6000;1.494842143
500;500;20;375;21.71;500;28.95;1;8000;0.71417688
350;700;2.93;175;3.04;525;26.53;0.75;2800;0.167440245
280;700;2.6;175;6.26;175;3.68;1;12600;1.218901315
120;300;1.44;225;3.08;300;17.37;-0.25;10200;2.628536333
200;300;2.04;300;16.26;150;12;-0.75;8400;3.144362588
600;600;2.88;450;17.76;300;9.63;-0.25;21600;4.229445293
800;320;4.5;400;29.05;200;4.5;1;14400;3.446870726
800;400;32;200;32;200;32;0.25;20800;1.553656546
800;800;14.4;800;16.84;600;14.4;-0.75;22400;3.133082042
400;100;1.92;300;24;100;3.21;0;13600;8.593245969
900;257;4.32;225;7.22;900;22.26;1;5400;0.168023406
300;300;5.4;150;5.4;150;10.89;0;3000;1.390502436
600;400;3.38;150;3.38;450;22.74;0.75;6000;0.462684197
1000;1000;11.61;500;11.61;500;32.63;-0.25;6000;1.285031907
500;1000;18;250;18;1000;61.58;-1;6000;1.145165641
133;400;2.25;100;2.25;200;3.47;-0.5;8000;1.048170082
300;900;3.77;450;14.45;225;5.57;-0.25;12600;4.292991054
400;1000;3.71;250;5.26;250;11.71;-0.75;40000;2.566622558
280;700;2.33;350;24.13;350;3.5;-0.25;22400;3.631486059
700;280;2.6;525;34.26;350;20.26;0.5;21000;2.331292331
300;900;3.77;900;12.32;450;19.42;0.5;23400;1.657218756
300;75;1.44;150;10.89;75;3.51;-0.5;7800;8.363043074
240;600;2.88;600;25.89;450;14.45;0.5;6000;1.988024937
200;700;2.93;700;45.68;350;20.26;0.5;25200;2.7990255
1000;400;3.71;1000;80;500;16.05;1;10000;3.182413916
400;400;2.25;400;15.79;200;11.58;-1;8000;1.618714115
1000;667;11.61;1000;65.26;500;40;-0.25;36000;4.635991379
300;75;1.11;225;17.17;75;1.11;0;3600;10.90611435
1000;500;40;1000;65.26;250;40;-0.25;24000;6.752047877
500;250;3.4;125;3.4;125;3.4;0.5;13000;1.532539337
75;300;1;150;12;300;4.11;-0.5;10800;2.248618714
800;800;3.84;400;30.53;400;20.21;-0.5;16000;2.999879228
1000;667;4.19;500;30.79;1000;28.42;-0.75;22000;1.486536664
800;200;6.86;600;30.32;400;24.63;0.5;27200;1.984400493
900;900;3;900;15.63;225;8.05;0.25;30600;6.631705226
467;700;2.93;350;21.55;525;40.07;-0.75;25200;2.610678227
800;400;6.86;200;13.79;600;28.11;0;3200;0.307199352
500;125;5.81;125;5.81;250;5.81;-1;12000;1.900791212
233;700;3.36;350;15.11;175;14;0.25;5600;2.774807498
257;900;6.11;225;18;450;24.39;0.5;30600;1.370298244
200;500;2.4;500;19.74;375;7.89;1;7000;1.819319971
533;800;9.29;200;9.29;200;14.53;-0.5;12800;2.179964401
450;900;36;225;36;450;36;-0.75;5400;1.383264462
900;900;3.77;900;9;225;5.57;-0.5;23400;1.971600961
1000;333;6.79;500;17.89;250;12.63;0.75;6000;2.645571042
333;500;2.4;375;24.47;250;10.79;0;19000;3.434000935
400;267;2.72;100;5.05;300;15.16;1;15200;1.479657726
114;400;7.2;400;27.58;100;7.2;0.5;11200;4.841294779
500;500;1.67;125;8.16;250;5.26;0.75;16000;0.656183415
800;267;4.5;400;32;800;43.37;0.5;28800;1.27759119
300;86;12;225;12;225;14.68;-1;9000;2.676398527
114;400;1.33;400;27.58;100;7.26;0.5;9600;5.156781719
700;280;2.6;350;3.5;175;5.62;0;12600;3.481695589
800;229;3.84;200;4.95;200;11.58;0.25;1600;0.946380642
800;800;6.86;200;15.26;400;32;0.25;11200;0.932503306
600;150;6.97;450;34.34;150;6.97;-1;18000;7.654206965
500;500;9;375;24.47;375;14.8;0.75;5000;1.374437644
300;200;3.48;300;17.37;150;3.71;1;3600;3.179179201
333;500;3.4;375;20.33;375;21.71;0.25;6000;1.467796683
100;300;5.4;300;21.79;75;5.4;0.75;5400;4.62065926
300;300;1.11;225;17.17;225;5.57;1;11400;1.560260099
900;900;5.06;450;14.45;675;34.11;-0.75;27000;1.977532699
143;500;20;375;23.09;500;20;-0.25;17000;1.940645572
200;800;6.86;400;27.58;400;24.63;-0.5;28800;2.409064976
800;267;2.67;600;6;200;14.53;-0.75;8000;1.394860766
800;800;2.67;400;29.05;200;2.67;-0.75;9600;1.832924178
600;600;6.97;300;19.58;450;16.11;-0.25;16800;1.594148533
250;1000;5.62;500;10.53;750;32.37;-1;26000;3.228936884
100;400;3.43;100;3.58;200;4.21;0;16000;1.463486868
500;200;4.29;500;19.74;125;4.29;0.5;16000;6.188424696
600;600;10.8;600;23.68;300;19.58;-0.75;10800;2.340093193
500;333;20;250;20;125;20;-0.5;16000;3.533757033
150;300;12;300;15.16;225;17.17;0;5400;2.043494705
467;700;4.75;525;36.2;525;28.46;0.25;22400;1.662308668
280;700;28;700;28;700;28;0;18200;1.737497464
300;120;2.04;150;4.82;75;6;-1;6600;2.055021923
600;240;2.51;450;6.16;450;22.74;1;15600;0.846856234
280;700;12.6;700;14.74;350;16.39;0.25;16800;2.251277517
1000;250;5.62;250;6.18;750;46.18;-0.25;38000;3.853352769
500;1000;11.61;250;19.08;1000;68.95;-0.5;8000;1.44785951
800;533;4.5;600;25.89;600;14.84;1;14400;1.248089843
300;200;1.69;75;3.79;75;2.68;-1;6600;2.835445838
500;250;2.81;250;5.26;375;20.33;0.25;14000;1.467341654
700;175;2.6;525;42;175;10.78;0;7000;9.224529748
600;600;2.88;600;14.84;450;22.74;0;6000;2.036200574
400;400;2.25;200;6.42;100;2.25;0.75;6400;3.48256679
200;600;10.8;450;29.37;450;17.76;-0.25;10800;2.315322482
600;150;2.23;300;12.95;300;18.47;0.5;9600;1.343047824
800;800;2.97;200;5.68;400;4;-0.75;28800;1.420105417
600;400;24;600;30.32;150;24;-1;19200;2.714934529
200;600;5.14;450;24.39;600;6;-0.5;4800;2.112313086
200;700;2.93;700;17.32;175;8.84;-1;16800;1.315127991
125;500;3.4;125;4.01;375;9.28;-1;3000;0.917229717
500;500;2.4;375;18.95;250;12.63;0;13000;3.326678818
400;600;2.51;600;25.89;450;7.82;-0.5;18000;4.229921781
300;300;2.04;75;2.04;225;7.22;0.25;9600;1.09653377
800;229;32;600;32;800;32;0.5;24000;1.232318142
400;160;1.48;200;13.79;100;4.68;1;14400;2.633999601
250;1000;18;750;18;750;18;0.25;26000;1.446469829
86;300;1.26;225;4.74;300;8.53;-1;10200;2.819042121
400;1000;11.61;500;17.89;250;15.39;0.75;10000;2.332496458
500;250;5.81;125;7.24;500;14.21;-0.5;8000;0.737413118
240;600;5.14;450;29.37;600;28.11;0.25;22800;1.440651101
333;1000;3.33;250;19.08;250;8.03;0;40000;2.367867679
229;800;2.67;600;8.21;600;8.21;1;28800;0.9969349
200;800;3.35;400;6.95;600;17.05;-0.5;25600;2.24223225
400;800;3.84;200;5.68;200;6.42;1;22400;1.050311913
114;400;1.33;100;2.11;100;4.68;0.5;8000;1.134626667
700;200;28;525;28;525;38.13;0.25;4200;1.453412957
225;900;10.45;225;13.86;675;29.13;-0.75;9000;1.882812691
267;400;1.48;100;1.48;100;7.26;0.75;2400;0.490559991
300;200;12;225;12;150;12;1;7200;1.33073757
267;800;14.4;200;14.4;400;26.11;-1;19200;2.937276793
250;500;2.4;250;18.16;125;2.4;0.75;10000;4.035749099
533;800;2.97;600;48;200;2.97;1;19200;5.131900757
240;600;2.51;300;20.68;300;20.68;-0.75;22800;2.655518495
400;133;1.48;300;12.95;100;6.89;-0.25;15200;7.240135368
86;300;2.04;225;13.03;225;8.05;1;12000;1.227677181
800;320;3.35;800;64;800;43.37;-0.5;9600;3.328715472
320;800;3.35;200;16;800;34.53;1;12800;0.722375879
143;500;9;500;19.74;375;9.28;-1;17000;2.561438276
500;333;5.81;375;23.09;250;17.24;-1;16000;2.717113039
500;1000;40;500;40;250;40;1;26000;1.3842837
400;400;2.72;100;2.72;300;24;0.75;5600;1.08774263
700;175;3.36;700;40.53;700;43.11;0.25;9800;1.694324378
400;1000;5.62;500;5.62;500;25.26;0.25;32000;1.455354594
450;900;5.06;450;27.71;675;16.7;-0.5;5400;1.544569224
500;200;20;500;28.95;500;40;0.75;15000;1.161207099
500;333;2.09;500;19.74;250;3.42;-0.5;19000;7.734420496
800;533;3.84;600;6;400;8.42;-0.5;9600;3.442047271
800;800;6.86;200;10.11;400;21.68;-0.75;28800;2.157043595
86;300;12;225;12;75;12;-0.5;9000;3.235565217
333;500;2.81;125;7.7;375;25.86;-1;7000;1.94486417
143;500;1.67;375;17.57;375;16.18;-1;13000;2.674550854
250;1000;11.61;750;54.47;750;21.32;1;34000;1.421353422
450;900;3;675;14.21;225;15.51;-1;7200;0.720732936
200;400;16;100;16;300;16;0.25;3200;0.658742273
150;600;5.14;450;22.74;150;9.24;-1;18000;2.70289091
800;229;5.43;200;5.68;600;23.68;-0.5;3200;0.344788722
257;900;7.71;450;12.79;675;34.11;0;14400;1.456437715
800;800;9.29;200;9.29;200;13.79;1;4800;0.841471184
800;200;4.5;200;13.79;600;43.58;0;6400;0.895262087
400;200;4.65;100;4.65;400;14.32;0;11200;1.591620004
400;100;1.67;200;11.58;400;5.47;0;8000;1.237151864
320;800;5.43;600;28.11;400;12.84;0.25;12800;2.874854777
800;267;3.84;200;13.79;400;27.58;0;11200;1.257996267
400;400;1.67;400;23.16;200;4.95;0.25;11200;5.25792129
400;400;16;200;16;400;16;0;8000;1.060040241
150;600;10.8;450;36;150;10.8;0.5;19200;4.018957433
700;700;2.33;525;28.46;175;3.04;0.25;8400;7.691349522
800;200;5.43;600;19.26;400;17.26;-0.75;20800;4.362186751
800;800;6.86;800;19.79;800;19.79;-0.5;27200;2.6149645
300;100;1;75;1.3;75;4.07;-0.25;8400;2.136413058
600;600;6.97;300;12.95;450;7.82;-0.5;12000;1.858850071
900;900;7.71;225;18;225;9.71;0.5;36000;1.636491191
700;700;2.93;700;17.32;350;26.71;0.5;11200;2.175689783
600;600;2.88;600;39.16;600;32.53;1;24000;1.077740002
800;800;3.84;600;41.37;600;34.74;-0.25;24000;2.334342673
200;600;3.38;450;9.47;450;29.37;1;4800;0.600938421
400;114;1.67;300;8.53;200;13.79;0.5;4000;1.603286779
300;200;3.48;225;8.05;150;8.13;-0.75;6000;3.245341153
900;225;3.34;450;14.45;225;15.51;0.25;5400;3.290231067
800;320;9.29;800;49.26;400;9.29;1;14400;3.120995084
229;800;32;600;45.79;400;32;0.25;28800;2.004549215
800;800;32;400;32;800;32;-1;19200;1.846371502
600;400;2.51;450;27.71;300;8.53;-0.75;6000;2.156682371
200;800;3.84;800;25.68;400;6.95;-0.75;6400;1.201358495
257;900;10.45;225;12.2;900;22.26;0.25;30600;1.830824874
160;400;4.65;400;9.89;200;13.05;0.25;6400;2.129546922
300;200;1.44;75;4.34;150;4.26;-1;7200;1.667109669
200;400;2.72;100;2.72;400;15.79;0.5;12800;2.435931241
120;300;2.04;300;20.68;300;12.95;0.75;12000;1.344899019
200;700;2.93;175;4.33;175;7.55;-1;22400;2.652306541
300;200;1.11;75;1.86;225;2.25;1;9000;0.281839002
250;1000;3.71;750;29.61;1000;54.21;-0.5;34000;2.628847187
