hw1;hw2;tw;bf1;tf1;bf2;tf2;psi;L;y_Mcr_u_eq
400;800;9.29;800;55.16;200;13.05;1;22400;4.390598607
300;600;3.38;150;10.89;450;31.03;-0.5;18000;3.601475626
300;75;1;225;9.71;75;2.68;1;10200;3.662627724
175;700;2.93;525;24.59;175;6.91;-1;7000;0.983689724
450;900;3.77;900;48.79;225;18;1;12600;4.336043462
1000;286;40;1000;68.95;250;40;1;18000;2.728828905
800;200;32;200;32;800;32;-0.5;19200;1.467676141
1000;1000;4.8;250;8.03;750;18.55;0.5;14000;0.275486585
240;600;2.88;150;5.92;450;31.03;0.5;6000;1.074424876
900;300;3.77;225;14.68;675;39.08;1;14400;0.928755061
500;143;9;375;9;125;9;0.75;17000;2.299574214
267;800;4.5;800;31.58;200;5.68;-1;4800;0.444636056
1000;400;5.62;250;8.03;1000;65.26;0.25;26000;3.053044069
400;160;1.33;300;12.95;100;3.21;0.75;8000;4.868825152
171;600;2.23;450;6.16;150;12;-0.75;18000;1.769913869
175;700;2.6;525;26.53;175;7.55;1;14000;3.701642606
171;600;24;450;24;150;24;-1;15600;2.163487715
150;600;3.38;600;12.63;150;11.45;-0.75;12000;1.286728449
1000;500;18;750;54.47;250;20;-0.5;30000;8.670766804
300;75;2.57;225;10.54;75;4.62;-0.75;3600;3.987815977
267;800;14.4;800;40.42;200;14.4;-1;6400;0.858054273
800;800;2.67;800;46.32;200;10.11;0;25600;9.203917588
800;800;5.43;800;64;200;7.89;0;32000;9.495520022
229;800;4.5;800;13.89;200;4.5;-1;8000;0.37929492
300;900;3.34;225;10.54;675;21.67;0.75;21600;0.927573317
500;333;2.4;500;12.37;125;9.54;-1;19000;1.850472371
700;700;8.13;175;9.49;700;17.32;-0.75;15400;0.764159021
1000;333;5.62;250;19.08;750;32.37;1;26000;0.938115725
120;300;1.26;75;3.24;225;2.25;0.25;10800;0.638368934
300;300;12;300;12;75;12;-1;2400;0.636426643
360;900;16.2;225;16.2;675;41.57;0.5;30600;2.17665757
600;171;4.08;150;12;450;27.71;-1;12000;2.029624615
175;700;12.6;525;24.59;175;12.6;1;4200;2.704387085
300;100;1.44;225;6.39;75;5.72;-0.75;7800;3.474197781
400;160;1.67;100;3.58;300;10.74;0.5;16000;1.629487982
500;333;9;125;9;375;17.57;0.25;5000;0.53641556
114;400;3.43;400;23.16;100;3.43;-0.5;8000;6.375425571
300;150;5.4;225;18;75;5.4;1;11400;3.277511939
600;600;2;150;8.13;450;21.08;0.25;8400;0.570876875
1000;400;5.62;1000;35.79;250;5.62;0.75;34000;5.612136976
75;300;2.04;75;2.41;225;3.08;0.5;1800;0.2565255
467;700;12.6;175;12.6;700;12.6;0.75;2800;0.111287235
300;86;5.4;300;19.58;75;5.72;0.5;4200;5.575484842
200;400;1.33;400;15.79;100;1.33;0.75;15200;6.104546619
160;400;1.33;300;7.42;100;7.26;0.25;8000;3.437368397
1000;1000;6.79;1000;50.53;250;6.79;0.75;14000;6.302939237
800;400;3.35;200;8.63;600;19.26;-0.75;30400;1.807346267
900;360;3.77;225;6.39;675;14.21;-1;34200;1.474102939
350;700;6;175;8.84;525;30.39;0.75;23800;1.977092291
600;400;24;150;24;600;28.11;-0.5;16800;1.640859875
143;500;3.4;500;12.37;125;5.86;-0.25;8000;3.558547122
400;400;16;100;16;400;26.11;-0.75;9600;1.991582562
400;800;4.5;200;16;600;43.58;-1;25600;4.398671299
1000;286;11.61;250;15.39;1000;17.37;-0.25;32000;0.872748624
333;500;1.86;125;3.55;500;16.05;1;20000;1.470742011
267;800;5.43;200;5.68;800;19.79;-0.75;25600;4.044462949
114;400;1.92;100;7.26;400;6.95;-1;14400;2.670718695
600;200;3.38;150;3.38;600;41.37;0.5;19200;3.730119614
800;800;6.86;800;49.26;200;6.86;0.25;25600;8.193103529
533;800;9.29;200;9.29;800;34.53;0.75;19200;1.341252289
400;1000;6.79;1000;46.84;250;20;-0.75;30000;3.605486159
143;500;2.4;125;5.86;375;16.18;-0.75;3000;0.941187316
600;240;2.88;150;10.89;600;17.05;1;16800;0.736490762
600;600;5.14;450;29.37;150;5.14;1;20400;4.396120408
300;600;4.08;150;11.45;600;23.68;0.5;1200;0.099394984
300;600;3.38;150;7.03;450;24.39;-0.75;22800;4.303090071
600;171;3.38;600;12.63;150;4.26;-0.25;10800;12.64488137
500;1000;4.8;250;18.16;1000;57.89;1;34000;1.870316726
300;120;1.69;225;7.22;75;4.89;1;4800;3.006874201
600;171;5.14;150;5.92;450;5.14;0.25;24000;0.788641022
900;900;16.2;675;26.64;225;16.2;0.5;10800;4.421639829
100;400;2.72;400;27.58;100;6.89;0.5;10400;5.029066554
200;500;5.81;125;5.81;500;12.37;0.75;2000;0.133213187
133;400;3.43;300;16.26;100;3.58;-1;12800;3.493428975
267;800;9.29;600;21.47;200;9.29;-0.5;3200;1.472532961
533;800;6.86;200;16;600;8.21;0.75;32000;0.583272789
171;600;2.51;450;29.37;150;8.13;1;8400;3.858109957
1000;333;3.33;250;5.26;750;40.66;0.5;24000;1.942369018
300;200;1;225;5.57;75;2.68;0;6000;7.249732607
300;300;1.11;225;8.88;75;2.68;-0.5;6600;3.77905919
400;160;2.72;100;2.72;300;6.32;-0.25;800;0.22891155
900;300;5.06;675;16.7;225;8.88;-0.75;14400;2.64395293
300;120;1.69;75;2.41;300;6.32;0.25;7200;0.706448562
500;500;2.81;125;2.81;500;14.21;1;17000;0.916221322
500;500;2.4;125;6.32;375;24.47;-0.25;15000;2.388981986
500;333;2.09;125;2.09;375;24.47;0.75;6000;0.864134666
600;200;10.8;150;10.8;600;28.11;0.75;9600;1.004755122
86;300;1.11;225;16.34;75;4.62;0.75;10800;3.870152326
200;500;2.4;500;19.74;125;2.4;1;20000;5.000742711
267;400;3.43;300;16.26;100;3.43;-1;6400;1.737665385
600;240;4.08;450;7.82;150;5.37;-1;18000;1.968116476
800;400;2.67;200;15.26;600;32.53;0;9600;0.800985615
500;250;1.67;375;14.8;125;5.39;-0.25;7000;8.850090178
600;171;2;600;39.16;150;11.45;0.75;19200;4.573743886
1000;250;18;250;18;750;60;-1;18000;2.643821283
600;600;2.51;450;14.45;150;6.47;0;12000;6.942536192
400;267;4.65;400;27.58;100;4.68;0.25;8000;8.172186146
900;450;3.77;225;7.22;675;14.21;-1;34200;1.396077462
667;1000;11.61;250;11.61;750;32.37;1;32000;1.173825145
900;900;3.77;225;8.88;900;62.05;0.75;18000;1.546177966
120;300;3.48;75;3.48;225;16.34;1;1800;0.441627046
400;160;4.65;400;14.32;100;4.65;0;8000;8.931554151
1000;250;4.8;750;7.5;250;20;-0.5;20000;4.658793736
500;167;9;125;9;375;9;1;12000;0.637617769
700;233;2.93;175;2.93;525;40.07;0.25;23800;3.813465556
300;86;3.48;75;4.89;300;17.37;0.75;4200;1.183895598
900;225;3.34;225;9.71;900;35.53;-0.75;14400;1.239137068
700;700;4.75;175;4.97;525;28.46;0.75;7000;0.391338005
400;100;16;100;16;400;16;-0.5;16000;1.933443238
500;200;9;375;24.47;125;9;0.25;14000;5.220812096
400;100;7.2;300;10.74;100;7.2;-0.25;6400;7.986909374
1000;286;4.19;1000;50.53;250;20;1;26000;3.577785788
400;800;2.97;600;28.11;200;7.89;0.75;22400;4.457672195
100;400;4.65;100;5.05;300;15.16;0.25;8800;2.253563863
225;900;3.34;900;62.05;225;17.17;0.5;25200;4.898149584
225;900;3;225;15.51;675;26.64;1;18000;0.786209353
400;133;1.92;400;9.89;100;5.05;-1;8800;2.708034254
800;267;14.4;600;43.58;200;14.4;0.5;8000;5.049772348
1000;667;8.57;250;18.16;750;29.61;1;8000;0.231077022
280;700;2.93;525;9.12;175;10.13;1;21000;2.278689082
700;467;6;175;6;525;38.13;0.25;19600;2.647661784
200;600;2.88;450;29.37;150;8.68;0.25;20400;5.015414287
333;500;2.4;375;13.42;125;4.47;-0.5;10000;3.495055298
900;225;3.34;225;3.91;900;32.21;-1;21600;2.071016779
150;600;2.23;600;30.32;150;7.58;-0.75;9600;2.579418009
200;500;2.4;125;4.93;500;28.95;0.25;14000;3.636026961
229;800;6.86;200;6.86;600;25.89;-0.5;28800;4.619604848
600;600;24;450;24;150;24;0.75;10800;2.490017526
1000;286;6.79;750;40.66;250;6.79;-1;32000;7.023877826
700;200;2.33;175;14;700;17.32;0.75;2800;0.14900291
500;333;5.81;125;5.81;375;25.86;0;8000;1.536721247
500;333;1.86;500;36.32;125;5.39;0;7000;10.88606881
300;600;10.8;150;10.89;450;22.74;0.75;12000;1.053528472
500;200;4.29;125;4.29;500;40;-0.5;18000;5.572261237
450;900;3.34;675;9.24;225;13.86;1;9000;2.243962935
1000;333;5.62;250;7.11;1000;24.74;-0.25;26000;1.155186135
400;1000;11.61;250;11.61;750;35.13;0.75;6000;0.321844311
700;200;12.6;175;14;700;48.26;0;28000;3.57707276
800;533;4.5;200;13.79;600;36.95;-0.25;19200;1.834451159
300;150;1.44;225;4.74;75;4.07;-0.5;6000;3.514430022
1000;500;18;1000;18;250;18;1;16000;2.79937142
500;500;1.86;125;7.7;375;3.75;0.25;2000;0.276798667
200;500;3.4;125;7.7;500;16.05;0.75;18000;1.415035704
400;200;7.2;100;7.2;300;10.74;-0.25;9600;1.219895237
280;700;4.75;700;56;175;6.91;-0.5;25200;10.1982425
900;360;3.77;225;16.34;675;36.59;-0.5;23400;1.894530011
233;700;6;525;7.18;175;9.49;-0.5;15400;2.618847341
700;467;8.13;525;9.12;175;8.13;-0.5;4200;1.8253365
900;300;4.32;675;51.51;225;4.32;0.25;25200;7.798702052
500;1000;5.62;1000;68.95;250;15.39;-0.5;20000;6.524753325
800;229;4.5;800;43.37;200;12.32;0.5;25600;5.557246799
267;400;2.25;300;8.53;100;2.25;-1;13600;2.283661769
400;1000;11.61;250;11.61;750;11.61;-0.75;40000;1.605986932
600;600;2;600;30.32;150;5.37;-0.75;19200;4.352964157
900;900;3;225;3.91;675;46.54;-0.5;36000;4.324157256
450;900;36;225;36;675;36.59;0.75;19800;0.975269401
800;267;3.84;200;8.63;600;23.68;-1;17600;1.623200861
400;400;4.65;300;20.68;100;4.65;1;15200;3.981947545
171;600;3.38;150;11.45;450;12.79;0.75;15600;0.794786676
1000;400;4.19;750;18.55;250;4.19;0;24000;8.974482663
86;300;2.04;225;12.2;75;2.04;0.25;7800;5.764641363
800;200;9.29;200;10.84;800;10.95;0;27200;0.755830783
900;900;3.34;900;18.95;225;14.68;-0.75;14400;0.897127013
800;800;6.86;200;15.26;800;43.37;0;32000;2.501196107
400;800;32;200;32;600;32;0.5;24000;1.248138593
1000;250;18;1000;57.89;250;18;-0.5;30000;12.19705025
257;900;10.45;225;10.45;675;41.57;-1;19800;5.369092689
320;800;3.84;600;45.79;200;12.32;0.5;24000;4.661577853
900;900;6.11;675;9.24;225;13.03;0.25;36000;3.558223711
171;600;10.8;150;10.8;600;19.26;1;3600;0.244072555
300;300;2.57;75;2.57;225;13.86;-0.5;5400;1.603313353
150;300;2.04;75;2.41;225;3.08;-0.25;6000;0.568369929
300;150;1.11;75;4.34;225;11.37;0.75;9600;1.44698932
400;400;2.72;100;3.21;400;14.32;0;9600;1.132922649
700;200;3.36;175;12.07;525;5.25;1;18200;0.453405305
500;500;1.86;125;3.55;500;30.79;0.5;18000;2.848657022
800;533;2.97;200;2.97;600;34.74;-0.5;22400;2.914560965
400;600;10.8;150;10.8;600;30.32;0;6000;0.801506305
600;200;2;150;7.03;600;39.16;0.75;18000;2.610756187
120;300;3.48;300;15.16;75;3.79;-0.25;7800;7.383929211
700;700;2.93;700;7;175;8.2;0.5;8400;4.165539978
300;100;5.4;75;5.4;300;6.32;-0.25;9000;1.019021639
200;300;3.48;75;3.48;300;3.48;0;9000;0.554014014
400;267;1.67;100;7.26;400;20.21;-1;8000;1.660834832
229;800;6.86;600;45.79;200;15.26;-0.25;4800;4.280149225
600;900;4.32;900;58.74;225;13.86;-0.75;27000;5.172221065
75;300;1.44;225;11.37;75;4.62;0.25;7200;4.341807781
600;240;2;150;2.61;450;12.79;-0.75;18000;1.591295641
800;229;3.84;600;6;200;3.84;0.75;30400;3.477856145
800;533;2.97;200;7.16;600;28.11;-1;17600;1.731327836
200;500;2.81;125;6.78;375;6.51;0.5;9000;0.42940304
200;400;1.48;100;3.58;300;19.58;-0.75;6400;2.737291069
350;700;3.36;525;16.86;175;8.2;0.25;16800;4.897781211
600;600;2;150;6.47;450;4.5;-1;13200;0.75216089
700;700;6;525;28.46;175;8.2;-0.5;26600;7.90471358
125;500;1.67;125;9.08;500;6.84;0.75;11000;0.447251156
900;600;36;225;36;675;36;1;1800;0.168064153
1000;500;40;250;40;1000;43.16;0.25;34000;1.394014859
125;500;2.4;375;12.04;125;2.4;-0.5;9000;3.321034531
267;800;2.67;600;14.84;200;2.74;-1;16000;1.155129784
400;400;7.2;100;7.2;400;23.16;0.25;6400;1.077010021
700;467;8.13;700;37.95;175;8.13;0.75;21000;5.394652312
300;75;1.26;75;3.51;225;12.2;0.25;9000;2.099690243
400;400;1.33;100;1.33;300;7.42;-1;3200;0.315182779
800;200;3.84;200;8.63;800;55.16;0.25;17600;2.732923949
300;120;5.4;300;14.05;75;5.4;1;6600;3.685401467
900;300;7.71;225;7.71;900;42.16;-0.25;16200;1.699041591
240;600;6.97;150;6.97;600;39.16;-0.75;21600;7.55079862
1000;250;4.19;250;9.87;750;15.79;-0.25;38000;1.189674258
114;400;1.92;300;14.05;100;3.58;-0.25;5600;5.427985328
360;900;16.2;225;16.2;900;28.89;0;21600;1.73017252
900;225;7.71;225;7.71;900;62.05;0;30600;4.302109455
400;160;2.72;300;12.95;100;7.63;-1;4800;1.459504445
200;400;2.72;400;26.11;100;5.79;0.25;8800;6.798812807
700;467;3.36;525;18.79;175;4.33;-0.75;28000;5.161988272
300;300;1.26;75;1.3;225;3.08;0;600;0.158147759
600;240;3.38;600;48;150;3.71;0;8400;11.88652084
800;320;3.35;200;13.79;600;17.05;-0.25;22400;1.033754652
800;800;3.84;200;12.32;600;45.79;-0.25;28800;3.030317509
450;900;4.32;675;31.62;225;18;0.5;32400;3.559040275
500;500;2.4;125;4.01;375;23.09;0.75;9000;1.003206006
150;300;1.26;300;16.26;75;3.24;0.75;9000;5.388834317
500;250;5.81;500;21.58;125;7.24;0.25;16000;6.585658658
300;200;1.44;75;4.07;300;4.11;-0.75;6000;0.478419347
400;400;3.43;100;3.43;400;18.74;0.75;16000;2.066902044
900;300;3.77;225;9.71;675;24.16;0.75;21600;0.955320929
200;700;12.6;525;26.53;175;12.6;-1;7000;1.147895857
900;450;16.2;225;16.2;675;31.62;0;27000;1.632713183
600;300;2.51;450;14.45;150;9.24;0.5;12000;4.358922436
400;267;7.2;100;7.2;400;12.84;0;8000;0.83282448
360;900;7.71;225;8.88;675;51.51;-0.25;12600;2.87907004
200;700;4.75;525;11.05;175;11.42;1;7000;2.268392839
800;200;4.5;200;13.79;600;17.05;1;12800;0.497666886
1000;667;11.61;750;21.32;250;11.61;0;36000;5.997016019
500;500;20;500;20;125;20;1;20000;2.108183847
700;233;12.6;525;38.13;175;12.6;-0.75;15400;7.279262685
600;240;10.8;450;14.45;150;10.8;0.25;19200;3.923809554
600;600;10.8;450;14.45;150;10.8;0.75;14400;3.235659863
467;700;2.93;700;25.05;175;8.84;-0.25;5600;3.655391934
171;600;24;450;24;150;24;0.5;3600;2.57236368
700;200;8.13;175;8.13;525;28.46;-0.5;26600;3.084923433
600;300;5.14;450;22.74;150;11.45;-0.75;10800;3.374365859
500;500;2.4;500;25.26;125;8.62;0.5;8000;6.441145745
500;1000;6.79;250;20;750;15.79;-0.75;40000;1.490825943
400;1000;11.61;250;11.61;750;40.66;0.75;36000;2.078140439
100;400;1.67;100;6.89;400;4;0.25;11200;0.705296473
600;200;2.23;150;3.71;450;24.39;-1;8400;1.514897135
400;160;1.67;100;3.21;400;8.42;-0.5;12800;1.141719954
200;700;8.13;175;12.71;700;40.53;0.75;22400;2.389193943
240;600;2;450;32.68;150;5.92;-0.25;19200;7.797239647
160;400;1.67;100;3.21;300;21.79;0;16000;4.742834755
333;500;4.29;500;27.11;125;6.78;0.5;11000;6.104262634
300;300;2.57;225;3.91;75;3.79;-0.75;6600;1.573461734
333;500;1.86;125;6.32;375;6.51;0.5;4000;0.211518463
143;500;2.09;375;14.8;125;8.16;-0.25;16000;4.633719764
467;700;2.93;175;6.26;700;14.74;-0.25;18200;0.893080465
350;700;6;175;8.84;525;12.99;1;12600;0.40451486
200;800;4.5;200;4.5;600;23.68;-0.25;19200;3.455449236
333;500;20;125;20;375;20;1;11000;0.805309094
200;800;2.97;200;7.89;800;19.79;-0.75;12800;2.55962959
300;900;3.77;225;13.03;675;51.51;1;30600;2.110457081
800;200;3.84;200;3.84;600;6;0.75;32000;0.571222971
600;240;2;150;5.92;600;14.84;0.5;16800;0.877541015
400;100;7.2;300;22.89;100;7.26;-0.25;4000;10.49186252
100;400;4.65;100;4.65;400;30.53;0.5;12800;4.134171863
233;700;4.75;175;5.62;525;18.79;0.25;12600;1.318729014
250;1000;4.19;1000;10;250;16.32;-0.5;32000;1.658167181
1000;286;3.33;250;5.26;750;32.37;-1;30000;2.615403892
900;300;36;225;36;900;52.11;1;12600;0.82458828
800;800;2.67;200;2.67;800;28.63;0;22400;1.534813541
600;171;2;150;12;450;17.76;0;21600;1.454903353
400;600;3.38;150;7.03;450;17.76;-0.25;16800;1.701807671
1000;250;11.61;250;11.61;1000;17.37;1;6000;0.179835982
250;500;1.86;125;7.24;500;23.42;0.75;5000;0.51790408
400;133;16;400;24.63;100;16;-0.75;9600;6.235947266
1000;1000;8.57;250;11.71;750;43.42;1;10000;0.362474297
1000;250;3.33;250;13.55;750;35.13;-0.5;38000;2.412707746
240;600;5.14;600;48;150;5.14;-0.5;15600;9.787405731
900;360;3;900;25.58;225;7.22;-0.75;18000;3.701277849
120;300;1.69;75;2.68;225;6.39;-0.5;6000;1.442089061
600;400;24;150;24;450;31.03;1;10800;0.834833941
700;467;28;175;28;700;28;-1;23800;1.869511964
267;400;1.33;100;2.84;300;19.58;0;6400;1.76481768
500;167;20;500;36.32;125;20;-0.75;10000;6.705672234
500;167;20;125;20;375;20;-0.25;16000;1.76912791
400;160;4.65;100;4.65;400;4.65;0.5;1600;0.134986809
800;229;3.84;800;58.11;200;4.21;0.25;19200;9.255623549
114;400;1.67;300;15.16;100;3.21;-0.75;11200;4.141958816
500;167;3.4;125;3.4;500;6.84;-0.5;1000;0.163847333
233;700;28;175;28;700;45.68;0.75;5600;0.68690333
500;500;20;125;20;500;20;-0.5;17000;1.56753907
150;600;10.8;150;10.8;600;19.26;0.75;10800;0.915356657
114;400;1.48;300;20.68;100;1.48;0.25;5600;6.359599073
300;900;4.32;900;72;225;11.37;0.75;18000;5.469207648
600;240;2.88;600;19.26;150;10.34;-0.25;13200;9.857318781
900;225;3.77;675;44.05;225;14.68;-1;30600;6.277250478
600;240;4.08;150;11.45;600;43.58;1;7200;1.057140272
900;360;3.34;225;14.68;675;44.05;0.25;21600;1.823407297
800;800;9.29;200;16;800;37.47;-0.75;22400;1.875443958
300;86;3.48;300;14.05;75;3.48;-0.25;11400;10.71646163
700;175;6;525;12.99;175;6;0;12600;7.546599756
500;333;2.09;125;9.08;375;18.95;0.25;11000;1.118022002
500;333;20;375;25.86;125;20;-0.5;6000;3.931905959
120;300;2.04;300;22.89;75;2.68;1;2400;4.941994862
200;300;1.26;75;2.41;225;9.71;0.75;10200;1.573605183
167;500;20;125;20;375;20;-0.5;9000;1.907846496
500;125;1.86;125;7.7;500;27.11;0;7000;1.262865428
400;100;7.2;400;26.11;100;7.2;-1;10400;8.310649293
229;800;6.86;200;10.11;800;61.05;0.75;22400;3.152009962
300;150;2.04;75;5.17;300;10.74;1;5400;0.612922869
700;233;6;700;50.84;175;12.71;1;21000;4.132406908
400;600;24;150;24;450;24;0.5;12000;0.990287579
200;300;5.4;300;11.84;75;5.4;0;4200;6.422396716
450;900;10.45;675;16.7;225;12.2;0.5;12600;3.730314896
300;300;5.4;300;22.89;75;5.4;0.5;3600;6.54855687
700;350;2.6;175;10.13;525;38.13;-0.5;26600;3.488935238
700;467;4.75;175;9.49;700;19.89;-0.5;19600;1.150654142
700;175;4.75;525;7.18;175;4.75;-0.75;5600;1.486477531
800;200;14.4;200;14.4;600;30.32;0.5;24000;1.58559067
171;600;5.14;150;5.14;450;5.14;-0.75;6000;0.752152538
400;1000;11.61;250;15.39;1000;39.47;1;22000;1.046567767
533;800;2.67;200;13.79;600;32.53;-0.25;17600;1.713094722
400;160;1.48;100;4.32;300;6.32;1;12000;0.567095682
267;400;2.25;400;5.47;100;6.53;0.5;6400;3.742717348
229;800;14.4;600;30.32;200;14.4;0.5;25600;3.360512945
533;800;2.97;600;36.95;200;15.26;-1;19200;2.27603515
350;700;3.36;175;8.2;525;24.59;0.25;21000;2.046402491
467;700;3.36;175;3.68;525;36.2;-0.5;18200;3.932037693
333;500;5.81;125;5.81;500;32.63;-0.25;15000;4.224695126
900;225;4.32;900;32.21;225;11.37;0.75;30600;4.249606576
700;200;12.6;175;12.6;700;37.95;0.25;7000;0.875580059
400;600;2.88;150;5.37;600;39.16;-0.5;24000;5.780880117
300;200;5.4;75;5.4;225;12.2;0;7800;1.629894926
75;300;1.11;75;2.41;225;8.05;-0.5;8400;3.607773696
800;229;9.29;200;9.29;800;31.58;0;3200;0.258290387
900;900;16.2;225;16.2;900;32.21;0;9000;0.368562476
300;200;1.69;75;4.89;225;12.2;0.75;1800;0.254048393
1000;400;18;250;18;1000;18;0.5;2000;0.122184761
400;200;1.33;400;17.26;100;1.74;0.5;12800;7.454941719
500;500;2.4;375;18.95;125;2.63;-0.5;9000;3.896902269
700;280;3.36;525;5.25;175;7.55;1;8400;2.171406819
500;500;9;375;9;125;9;1;4000;2.846897693
600;171;2.88;150;6.47;600;45.79;-0.25;21600;4.733784283
900;300;6.11;675;41.57;225;9.71;-0.5;18000;11.4806668
160;400;4.65;300;19.58;100;4.65;0.5;11200;4.80186037
150;300;1.26;300;17.37;75;3.24;0;7200;8.132766962
300;100;12;75;12;300;12;-1;3000;0.916390989
233;700;12.6;525;38.13;175;12.6;-1;28000;4.256291683
250;1000;18;250;18;750;46.18;0.75;22000;1.623437236
133;400;2.72;100;7.63;400;11.37;-0.5;10400;2.281667152
120;300;5.4;300;17.37;75;5.4;-0.75;10200;5.280157684
125;500;1.67;375;16.18;125;6.78;0.75;16000;3.424733569
133;400;1.33;100;3.58;400;6.95;0.75;7200;0.416443435
300;100;1.11;75;1.58;300;11.84;-0.75;4800;1.310675726
200;500;4.29;500;8.68;125;4.29;-0.75;17000;2.146858168
125;500;5.81;375;5.81;125;6.32;-0.75;13000;1.920708153
900;360;6.11;225;6.11;900;45.47;-0.25;25200;2.950278922
150;300;5.4;75;5.72;300;17.37;0;6600;2.689895809
600;240;5.14;450;6.16;150;9.79;0.25;13200;3.482771857
333;1000;40;250;40;1000;40;0.5;22000;1.173181361
700;467;3.36;525;28.46;175;12.71;0;23800;6.22607474
160;400;16;100;16;400;16;0.75;14400;1.181718386
600;300;5.14;450;17.76;150;8.68;-1;15600;2.646406892
1000;333;4.8;750;37.89;250;11.71;0.5;32000;4.937917212
400;200;4.65;100;4.65;400;26.11;-0.25;11200;3.381530959
175;700;2.33;525;38.13;175;3.68;-0.5;23800;8.733365043
800;800;3.35;200;4.21;600;10.42;1;14400;0.199478028
267;400;16;100;16;400;20.21;-0.25;11200;1.864938691
300;100;12;300;12;75;12;-0.75;12000;4.929086417
225;900;16.2;675;44.05;225;16.2;-0.5;23400;5.489686884
900;600;10.45;225;10.45;900;22.26;0.25;7200;0.21350263
900;900;3.34;225;13.03;675;21.67;0.5;19800;0.531770071
86;300;1.69;75;3.51;300;7.42;-0.5;10800;3.506321228
400;600;2.23;150;10.89;450;11.13;0;9600;0.507326961
233;700;6;700;50.84;175;6;1;12600;5.006722342
143;500;1.67;125;10;375;25.86;0.25;20000;2.95959909
300;600;3.38;150;3.71;600;14.84;0.25;9600;0.696644912
800;400;3.84;200;16;600;36.95;0.5;32000;1.918908604
800;229;9.29;800;16.84;200;9.29;0.5;32000;4.155539792
200;500;2.09;500;21.58;125;7.7;0.5;9000;5.06281217
500;200;1.86;125;4.93;500;25.26;0.5;20000;2.807916888
1000;1000;6.79;1000;80;250;13.55;0.25;22000;8.249421191
600;150;24;150;24;600;24;-0.75;15600;1.62621894
200;300;2.57;225;10.54;75;2.57;-0.75;9600;4.125805501
280;700;2.6;525;16.86;175;6.91;-0.5;16800;3.908967594
225;900;36;675;36;225;36;0.25;30600;2.252593314
600;400;6.97;150;6.97;600;8.21;1;6000;0.122826744
1000;500;6.79;750;24.08;250;8.03;0.75;30000;4.370844578
400;133;7.2;400;18.74;100;7.2;0.5;16000;4.59373944
800;267;9.29;200;9.29;800;28.63;0.25;9600;0.649348154
114;400;16;300;16;100;16;1;13600;1.619938919
800;800;6.86;200;12.32;600;10.42;-0.5;3200;0.421435355
500;500;2.81;500;23.42;125;7.7;-1;16000;2.556897081
700;350;4.75;175;8.84;700;30.21;0.75;25200;1.854287834
250;1000;3.71;750;40.66;250;3.71;-0.5;18000;5.144742931
120;300;1.11;75;1.86;225;6.39;0.75;7800;0.975571779
800;200;32;600;32;200;32;-0.25;8000;6.107723999
1000;286;3.71;750;15.79;250;16.32;-0.25;18000;7.116772852
700;700;4.75;175;7.55;700;32.79;-0.25;19600;1.969489651
233;700;3.94;175;13.36;525;11.05;-0.75;11200;1.078767185
150;600;3.38;150;10.89;600;14.84;-1;19200;3.941302267
400;600;3.38;600;30.32;150;12;-1;9600;1.464736848
125;500;9;375;12.04;125;9;-1;20000;2.465070738
500;500;2.81;500;6.84;125;8.62;0.25;11000;4.597473331
1000;1000;3.71;250;11.71;750;40.66;-0.25;4000;0.246354272
400;400;7.2;400;26.11;100;7.2;-0.5;14400;8.93317352
500;125;2.4;500;38.16;125;8.62;1;14000;4.23884639
133;400;7.2;400;12.84;100;7.2;-1;6400;1.235469426
143;500;2.81;375;18.95;125;6.32;0.5;11000;4.336648728
1000;667;4.8;750;13.03;250;8.03;-0.75;10000;0.86264852
133;400;2.72;400;18.74;100;2.72;0;11200;7.242723624
225;900;3.77;225;18;675;46.54;0.25;21600;2.533476661
400;133;4.65;100;5.42;300;22.89;0;800;0.248204366
500;143;9;125;10;500;38.16;-0.75;6000;1.956080259
233;700;2.6;175;14;700;27.63;-0.5;5600;1.024689692
600;600;5.14;150;8.13;450;24.39;1;2400;0.129301906
133;400;1.67;100;6.16;300;4.11;-0.25;9600;0.845481918
900;450;10.45;225;18;675;54;-0.75;36000;3.79668637
600;600;2.51;600;10.42;150;10.89;0.75;14400;3.720037435
225;900;4.32;900;52.11;225;8.05;0.75;23400;5.114483123
600;900;7.71;225;13.03;675;16.7;-0.25;19800;0.802494096
500;500;2.09;375;20.33;125;9.08;-0.5;4000;1.923773055
667;1000;11.61;250;11.61;1000;32.11;0.75;24000;0.907936658
500;1000;4.8;750;10.26;250;11.71;0.25;14000;3.602325781
900;225;3.34;900;35.53;225;8.88;-0.25;36000;11.57908366
175;700;6;175;6;525;16.86;1;12600;0.743649523
1000;500;6.79;250;10.79;1000;13.68;0.25;40000;0.637114723
467;700;12.6;175;13.36;525;12.6;-0.5;2800;0.425539536
250;1000;8.57;1000;50.53;250;8.95;1;38000;4.326617962
600;200;3.38;150;9.24;450;4.5;1;21600;0.51245361
250;500;2.81;125;3.09;500;6.84;1;8000;0.210813565
400;200;16;100;16;400;16;0.75;800;0.126196948
114;400;1.33;100;4.32;300;4.11;-0.25;2400;0.411579953
75;300;1.69;300;9.63;75;3.79;-0.5;6600;3.60099037
300;75;1.11;225;14.68;75;3.24;0.25;9600;6.457603583
